,Presidents,Sentences,Preprocessed_Sentences,Predicted_Label,Score
7350,Ramaphosa,"Working together, we must undertake the following tasks:  -    Firstly, we must accelerate inclusive economic growth and create jobs.","Working together, we must undertake the following tasks:  -    Firstly, we must accelerate inclusive economic growth and create jobs.",positive,0.8386
7351,Ramaphosa,"-    Secondly, our history demands that we should improve the education system and develop the skills that we need now and into the future.","-    Secondly, our history demands that we should improve the education system and develop the skills that we need now and into the future.",neutral,0.6477
7352,Ramaphosa,"-    Thirdly, we are duty bound to improve the conditions of life for all South Africans, especially the poor  -    Fourthly, we have no choice but to step up the fight against corruption and state capture.","-    Thirdly, we are duty bound to improve the conditions of life for all South Africans, especially the poor  -    Fourthly, we have no choice but to step up the fight against corruption and state capture.",neutral,0.6515
7353,Ramaphosa,"-    Fifthly, we need to strengthen the capacity of the State to address the needs of the people.","-    Fifthly, we need to strengthen the capacity of the State to address the needs of the people.",neutral,0.746
7354,Ramaphosa,"Over the past year, we have focused our efforts on accelerating inclusive growth, significantly increasing levels of investment and putting in place measures to create more jobs.","Over the past year, we have focused our efforts on accelerating inclusive growth, significantly increasing levels of investment and putting in place measures to create more jobs.",positive,0.886
7355,Ramaphosa,"Last year, our economy was confronted by the reality of a technical recession.","Last year, our economy was confronted by the reality of a technical recession.",negative,0.7095
7356,Ramaphosa,Government responded with an economic stimulus and recovery plan that re-directed public funding to areas with the greatest potential for growth and job creation.,Government responded with an economic stimulus and recovery plan that re-directed public funding to areas with the greatest potential for growth and job creation.,positive,0.8364
7357,Ramaphosa,"Our approach was not to spend our way out of our economic troubles, but to set the economy on a path of recovery.","Our approach was not to spend our way out of our economic troubles, but to set the economy on a path of recovery.",neutral,0.5198
7358,Ramaphosa,"We introduced a range of measures to ignite economic activity, restore investor confidence, support employment and address the urgent challenges that affect the lives of vulnerable members of our society.","We introduced a range of measures to ignite economic activity, restore investor confidence, support employment and address the urgent challenges that affect the lives of vulnerable members of our society.",positive,0.4981
7359,Ramaphosa,"We are pleased to report that significant progress has been made in restoring policy certainty on mining regulation and the visa regime, crafting the path towards mobile spectrum allocation, and reviewing port, rail and electricity prices.","We are pleased to report that significant progress has been made in restoring policy certainty on mining regulation and the visa regime, crafting the path towards mobile spectrum allocation, and reviewing port, rail and electricity prices.",positive,0.8311
